Zone_Number,Jobs,ParkTrail,ActivityCenter,Grocery,HealthFac,SchoolU,Count
18829,123725,119,10,7,16,51,55
18830,70723,108,10,3,14,44,42
18831,51785,80,7,1,12,35,30
18832,75208,108,9,5,13,43,43
18833,63619,97,8,2,13,42,37
18834,0,0,0,0,0,0,0
19001,28999,30,10,5,4,20,17
19002,0,0,0,0,0,0,0
19003,56590,51,13,6,6,33,31
19004,0,0,0,0,0,0,0
19005,71119,60,13,6,7,34,36
19006,37438,34,10,5,5,24,21
19007,14050,9,7,2,3,13,9
19008,0,0,0,0,0,0,0
19009,0,0,0,0,0,0,0
19010,0,0,0,0,0,0,0
19011,12523,9,3,2,2,12,8
19012,0,0,0,0,0,0,0
19013,0,0,0,0,0,0,0
19014,0,0,0,0,0,0,0
19015,0,0,0,0,0,0,0
19016,0,0,0,0,0,0,0
19017,0,0,0,0,0,0,0
19018,0,0,0,0,0,0,0
19019,0,0,0,0,0,0,0
19020,0,0,0,0,0,0,0
19021,0,0,0,0,0,0,0
19022,0,0,0,0,0,0,0
19023,0,0,0,0,0,0,0
19024,37645,35,10,5,5,24,21
20001,77081,104,5,9,15,50,94
20002,19849,42,0,1,3,21,49
20003,0,0,0,0,0,0,0
20004,0,0,0,0,0,0,0
20005,68841,79,3,5,6,43,61
20006,6624,30,0,3,0,15,20
20007,81284,116,3,8,10,60,87
20008,115612,177,9,10,17,94,131
20009,84081,127,5,8,11,63,92
20010,57378,62,2,5,5,33,44
20011,84570,110,6,8,17,55,72
20012,80432,104,6,6,16,49,66
20013,14248,14,1,4,5,14,21
20014,35468,64,4,7,12,37,63
20015,34518,40,3,9,15,39,42
20016,39558,56,5,9,14,36,55
20017,30700,53,4,7,11,33,52
20018,22290,33,1,4,9,27,37
20019,0,0,0,0,0,0,0
20020,21921,35,3,4,9,21,34
20021,50846,78,5,11,16,53,78
20022,91225,108,8,12,22,68,100
20023,113697,133,7,11,20,71,119
20024,4050,3,0,0,0,1,3
20025,119320,133,9,13,23,73,118
20026,91155,113,8,12,22,66,101
20027,21751,39,2,3,8,18,35
20028,22646,46,2,3,8,24,45
20029,27102,51,3,8,10,32,44
20030,4481,14,0,0,0,5,13
20031,64470,47,10,5,10,43,45
20032,30651,27,6,6,4,25,27
20033,90371,79,10,6,18,56,86
20034,0,0,0,0,0,0,0
20035,45256,49,8,6,10,45,58
20036,45561,54,9,6,11,49,60
20037,52526,78,3,3,7,42,76
20038,155946,129,12,7,24,73,145
20039,33402,47,2,1,2,24,51
20040,12015,31,0,1,2,16,34
20041,87241,107,6,10,18,61,107
20042,6847,22,0,0,1,15,25
20043,22157,26,4,5,8,19,26
20044,36219,34,6,6,8,26,38
20045,9894,12,3,3,7,11,12
20046,945,1,0,1,1,1,1
20047,39620,42,5,6,9,30,40
20048,0,0,0,0,0,0,0
20049,38980,41,6,6,9,31,43
20050,26389,43,1,1,2,27,46
20051,28967,53,4,4,11,31,54
20052,27070,51,4,4,9,26,53
20053,63432,88,2,7,14,44,84
20054,76210,96,3,6,7,49,71
20055,0,0,0,0,0,0,0
20056,0,0,0,0,0,0,0
20057,26584,42,0,3,2,20,39
20058,103029,136,5,12,19,71,111
20059,77289,86,4,9,11,50,77
20060,13058,36,0,4,0,19,31
20061,108167,160,7,11,18,80,125
20062,59684,79,3,6,7,41,63
20063,36622,62,0,6,7,35,57
20064,16975,46,0,4,2,26,38
20065,85458,119,3,10,10,57,95
20066,55480,71,5,2,8,43,74
20067,196942,122,14,5,30,94,154
20068,177141,122,12,5,29,78,146
20069,55552,68,5,2,9,45,74
20070,208347,143,15,6,34,102,171
20071,46270,62,4,2,6,35,66
20072,27081,46,1,2,3,23,52
20073,35475,58,1,2,3,26,60
20074,66371,97,5,6,11,51,97
20075,36766,69,3,3,4,30,69
20076,99034,115,6,9,20,67,123
20077,122899,109,10,5,19,68,122
20078,10141,15,1,3,7,10,17
20079,12460,19,2,4,7,11,18
20080,15567,23,2,4,7,14,20
20081,23465,36,4,3,8,21,29
20082,38972,47,5,6,10,28,41
20083,15872,24,2,5,7,14,20
20084,31095,44,4,5,10,28,36
20085,26042,40,4,5,10,25,32
20086,0,0,0,0,0,0,0
20087,6355,8,1,1,6,6,9
20088,29850,44,4,5,10,28,39
20089,28524,40,4,5,10,22,34
20090,31287,54,4,6,10,28,48
20091,31850,48,4,5,10,32,45
20201,0,0,0,0,0,0,0
20202,0,0,0,0,0,0,0
20203,0,0,0,0,0,0,0
20204,0,0,0,0,0,0,0
20205,15383,9,4,4,6,8,8
20206,0,0,0,0,0,0,0
20207,30337,23,6,6,10,22,19
20208,56623,39,7,9,14,30,26
20209,19515,17,2,7,7,15,11
20210,61815,46,9,10,16,36,31
20211,0,0,0,0,0,0,0
20212,61218,51,8,8,15,33,34
20213,61907,43,8,9,14,32,30
20214,21945,11,3,5,5,9,11
20215,50107,45,5,4,15,31,34
20216,53262,36,5,7,13,25,25
20217,25531,20,4,5,7,12,15
20218,0,0,0,0,0,0,0
20219,16891,6,0,3,5,5,7
20220,48437,43,5,6,13,28,27
20221,61184,48,6,7,16,29,32
20222,61184,48,6,7,16,29,34
20223,75796,32,3,6,30,32,37
20224,198380,95,15,14,48,94,118
20225,131949,74,9,12,39,75,79
20226,129747,83,10,9,41,74,73
20227,59980,40,6,6,19,40,40
20228,109730,65,10,8,36,63,66
20229,93243,54,7,7,30,57,54
20230,62333,40,6,6,20,40,41
20231,0,0,0,0,0,0,0
20232,0,0,0,0,0,0,0
20233,0,0,0,0,0,0,0
20234,0,0,0,0,0,0,0
20235,0,0,0,0,0,0,0
20236,0,0,0,0,0,0,0
20237,0,0,0,0,0,0,0
20238,0,0,0,0,0,0,0
20239,0,0,0,0,0,0,0
20240,0,0,0,0,0,0,0
20241,0,0,0,0,0,0,0
20242,0,0,0,0,0,0,0
20243,0,0,0,0,0,0,0
20244,0,0,0,0,0,0,0
20245,0,0,0,0,0,0,0
20246,0,0,0,0,0,0,0
20247,96958,51,6,10,29,64,58
20248,100956,56,5,9,31,67,61
20249,92978,62,7,9,29,67,60
20250,83185,53,5,8,27,61,55
20251,91252,55,6,10,31,68,61
20252,51440,27,3,6,15,32,31
20253,85909,54,6,10,26,64,57
20254,63395,30,3,8,17,40,36
20255,0,0,0,0,0,0,0
20256,83070,52,6,10,26,63,56
20257,0,0,0,0,0,0,0
20258,0,0,0,0,0,0,0
20259,0,0,0,0,0,0,0
20260,0,0,0,0,0,0,0
20261,50155,41,5,6,13,27,26
20262,29312,8,0,3,17,11,10
20263,0,0,0,0,0,0,0
20264,21985,15,0,5,6,11,11
20265,0,0,0,0,0,0,0
20266,92191,60,4,6,31,54,62
20267,18435,4,0,1,12,5,6
20268,0,0,0,0,0,0,0
20269,0,0,0,0,0,0,0
20270,89628,43,6,9,32,47,51
20271,18077,4,0,1,12,4,6
20272,91236,45,6,9,32,53,50
20273,0,0,0,0,0,0,0
20274,0,0,0,0,0,0,0
20275,103142,58,7,9,32,68,61
20276,33417,12,3,4,16,19,18
20277,51252,28,4,6,20,30,31
20278,41896,24,4,5,19,25,26
20279,92366,55,5,10,32,63,61
20280,65074,35,5,8,23,42,39
20281,68103,38,5,8,23,44,42
20282,41424,28,5,5,12,30,27
20283,24043,16,2,3,6,14,15
20401,11793,28,3,0,4,11,14
20402,0,0,0,0,0,0,0
20403,0,0,0,0,0,0,0
20404,0,0,0,0,0,0,0
20405,0,0,0,0,0,0,0
20406,23605,16,2,4,8,18,16
20407,27982,19,4,4,9,23,20
20408,62428,53,7,6,22,41,46
20409,39494,35,5,6,11,33,31
20410,47284,38,5,5,12,35,32
20411,0,0,0,0,0,0,0
20412,0,0,0,0,0,0,0
20413,0,0,0,0,0,0,0
20414,0,0,0,0,0,0,0
20415,29367,39,6,5,8,25,25
20416,23875,34,3,5,6,27,27
20417,40345,50,7,6,9,36,41
20418,52606,65,8,11,20,56,57
20419,58542,68,8,11,22,60,61
20420,59026,67,9,12,22,56,61
20421,36248,30,4,6,15,32,30
20422,55535,61,6,11,20,53,57
20423,0,0,0,0,0,0,0
20424,0,0,0,0,0,0,0
20425,0,0,0,0,0,0,0
20426,0,0,0,0,0,0,0
20427,0,0,0,0,0,0,0
20428,0,0,0,0,0,0,0
20429,0,0,0,0,0,0,0
20430,0,0,0,0,0,0,0
20431,0,0,0,0,0,0,0
20432,0,0,0,0,0,0,0
20433,8690,20,2,0,4,6,10
20434,15665,34,4,1,6,18,18
20435,15632,33,4,1,6,18,17
20436,0,0,0,0,0,0,0
20437,0,0,0,0,0,0,0
20438,32681,30,3,8,11,37,29
20439,5954,6,1,1,6,8,10
20440,0,0,0,0,0,0,0
20441,19608,23,1,4,6,25,20
20442,32325,33,3,8,11,41,36
20601,0,0,0,0,0,0,0
20602,0,0,0,0,0,0,0
20603,0,0,0,0,0,0,0
20604,0,0,0,0,0,0,0
20605,0,0,0,0,0,0,0
20606,0,0,0,0,0,0,0
20607,0,0,0,0,0,0,0
20608,0,0,0,0,0,0,0
20609,0,0,0,0,0,0,0
20610,0,0,0,0,0,0,0
20611,0,0,0,0,0,0,0
20612,0,0,0,0,0,0,0
20613,0,0,0,0,0,0,0
20614,9077,35,0,3,0,16,28
20615,0,0,0,0,0,0,0
20616,0,0,0,0,0,0,0
20617,2935,7,2,0,0,4,8
20618,2973,10,3,0,1,3,7
20619,0,0,0,0,0,0,0
20620,4490,13,3,0,1,5,11
20621,3506,12,3,0,1,5,10
20622,4611,13,3,0,1,7,12
20623,3271,8,0,0,0,4,9
20624,1495,4,0,0,0,3,3
20625,1734,7,0,0,0,3,8
20626,0,0,0,0,0,0,0
20627,0,0,0,0,0,0,0
20628,0,0,0,0,0,0,0
20629,0,0,0,0,0,0,0
20630,0,0,0,0,0,0,0
20631,0,0,0,0,0,0,0
20632,133,1,0,0,0,0,1
20633,133,1,0,0,0,0,1
20634,16700,44,5,1,5,18,26
20635,12453,33,5,0,4,13,17
20636,356,4,0,0,0,0,3
20637,4015,21,4,0,1,6,12
20638,0,0,0,0,0,0,0
20639,183,1,0,0,0,0,1
20640,15462,39,5,1,6,21,21
20641,5192,18,2,1,2,8,11
20642,16769,37,5,3,6,17,20
20643,0,0,0,0,0,0,0
20644,0,0,0,0,0,0,0
20645,0,0,0,0,0,0,0
20646,1764,3,0,1,1,3,3
20647,6000,21,3,1,2,8,12
20648,0,0,0,0,0,0,0
20649,0,0,0,0,0,0,0
20650,0,0,0,0,0,0,0
20651,0,0,0,0,0,0,0
20652,0,0,0,0,0,0,0
20653,0,0,0,0,0,0,0
20654,0,0,0,0,0,0,0
20655,0,0,0,0,0,0,0
20656,3977,14,3,1,2,9,11
20657,6780,18,3,1,2,12,14
20801,0,0,0,0,0,0,0
20802,0,0,0,0,0,0,0
20803,0,0,0,0,0,0,0
20804,0,0,0,0,0,0,0
20805,0,0,0,0,0,0,0
20806,0,0,0,0,0,0,0
20807,0,0,0,0,0,0,0
20808,0,0,0,0,0,0,0
20809,0,0,0,0,0,0,0
20810,0,0,0,0,0,0,0
20811,0,0,0,0,0,0,0
20812,0,0,0,0,0,0,0
20813,0,0,0,0,0,0,0
20814,0,0,0,0,0,0,0
20815,0,0,0,0,0,0,0
20816,0,0,0,0,0,0,0
20817,0,0,0,0,0,0,0
20818,0,0,0,0,0,0,0
20819,0,0,0,0,0,0,0
20820,0,0,0,0,0,0,0
20821,0,0,0,0,0,0,0
20822,0,0,0,0,0,0,0
20823,0,0,0,0,0,0,0
20824,0,0,0,0,0,0,0
20825,0,0,0,0,0,0,0
20826,0,0,0,0,0,0,0
20827,0,0,0,0,0,0,0
20828,0,0,0,0,0,0,0
20829,0,0,0,0,0,0,0
20830,0,0,0,0,0,0,0
20831,0,0,0,0,0,0,0
20832,0,0,0,0,0,0,0
20833,0,0,0,0,0,0,0
20834,0,0,0,0,0,0,0
20835,0,0,0,0,0,0,0
20836,0,0,0,0,0,0,0
20837,0,0,0,0,0,0,0
20838,0,0,0,0,0,0,0
20839,0,0,0,0,0,0,0
20840,0,0,0,0,0,0,0
20841,0,0,0,0,0,0,0
20842,0,0,0,0,0,0,0
22001,159452,151,18,9,33,109,145
22002,258443,167,26,8,51,127,185
22003,259718,182,28,11,46,143,207
22004,438978,266,37,16,76,223,303
22005,296679,162,27,10,51,132,207
22006,545729,337,52,24,127,327,403
22007,678560,492,66,47,179,514,605
22008,530434,333,50,23,107,303,399
22009,386792,203,29,15,68,173,259
22010,395637,215,35,14,74,189,268
22011,429865,240,33,17,78,211,280
22012,523307,297,45,25,115,286,371
22013,340596,174,28,9,58,149,223
22014,496541,293,41,20,96,262,347
22015,432565,235,32,19,84,229,290
22016,340396,182,29,11,56,152,227
22017,490891,265,35,19,94,254,327
22018,593644,389,58,31,131,388,468
22019,623218,420,63,35,145,416,503
22020,514683,268,38,24,105,260,336
22021,537114,322,51,24,113,308,402
22022,431058,225,33,19,91,218,291
22023,317537,152,29,12,68,154,201
22024,687981,494,69,46,178,513,609
22025,707283,527,70,49,186,540,661
22026,608161,420,60,35,141,418,525
22027,347380,172,32,14,68,164,222
22028,567357,353,51,27,120,356,432
22029,648963,459,65,40,156,471,571
22030,479096,249,39,21,96,233,305
22031,551887,339,55,25,127,351,430
22032,369740,176,29,9,63,157,235
22033,389305,174,30,12,70,154,238
22034,293933,160,29,10,57,145,209
22035,539025,312,49,25,114,310,396
22036,514632,297,47,21,114,298,384
22037,239223,119,21,4,41,96,175
22038,200219,130,20,6,38,108,162
22039,239988,117,23,6,36,93,175
22040,219227,142,21,6,50,120,159
22041,312570,166,24,6,53,150,201
22042,235751,126,22,5,45,121,160
22043,400451,223,29,11,77,201,266
22044,170961,107,15,5,38,92,126
22045,473136,282,38,17,97,259,336
22046,235811,161,24,7,51,141,182
22047,284783,136,22,12,64,121,174
22048,219797,124,20,9,46,112,156
22049,282297,142,26,8,49,133,179
22050,327497,133,26,8,54,125,192
22051,429520,214,30,18,86,210,287
22052,176304,102,17,9,45,103,125
22053,373642,160,29,17,71,154,225
22054,375616,172,28,14,76,160,231
22055,295475,140,26,11,67,131,184
22056,114711,67,8,9,26,67,67
22057,275877,160,24,8,43,132,206
22058,291616,127,25,7,51,122,181
22059,471072,276,38,17,84,240,333
22060,108434,74,12,8,25,76,73
22061,437861,217,29,15,75,190,291
22062,13738,12,2,0,2,10,21
22063,119305,108,12,6,20,82,110
22064,89925,69,11,6,19,70,62
22065,236169,110,23,4,36,89,168
22066,117009,111,13,6,18,84,116
22067,117030,97,13,4,19,69,99
22068,133476,83,14,6,25,72,94
22069,199357,150,16,7,31,107,170
22070,61101,71,6,3,10,46,76
22071,414244,226,30,16,71,189,284
22072,447133,260,36,17,85,221,296
22201,484518,290,36,25,109,256,321
22202,586347,385,50,32,146,348,434
22203,39368,30,4,5,16,35,38
22204,114932,110,13,10,34,86,92
22205,59273,66,5,6,26,55,55
22206,33855,28,3,4,15,33,37
22207,29377,34,4,4,10,36,35
22208,0,0,0,0,0,0,0
22209,122181,104,14,10,36,91,100
22210,40070,33,5,4,9,22,20
22211,19444,16,2,3,9,19,15
22212,57730,51,6,5,18,38,39
22213,38165,32,4,3,14,29,30
22214,35200,30,4,3,7,20,18
22215,83732,62,6,6,23,63,54
22216,96357,89,7,5,29,80,77
22217,134500,135,15,12,43,115,108
22218,31507,24,2,3,6,17,13
22219,79314,75,8,5,21,65,68
22220,121188,113,11,9,40,104,96
22221,191638,136,17,13,38,117,142
22222,104074,82,8,8,35,73,76
22223,128512,117,13,12,41,110,101
22224,109426,80,9,9,35,82,79
22225,239013,155,23,13,47,135,169
22226,231844,157,21,14,43,134,167
22227,156683,134,16,12,48,109,127
22228,178299,126,16,12,48,121,128
22229,155727,100,13,9,44,90,107
22230,130069,81,10,9,41,77,83
22231,201049,116,16,14,53,109,139
22232,147264,106,11,12,43,95,101
22233,137776,88,11,11,42,82,80
22234,15358,8,1,2,7,10,8
22235,32344,42,4,3,7,33,40
22236,154742,135,14,11,38,106,119
22237,239237,179,22,13,61,142,172
22238,544672,324,41,28,121,282,363
22239,489217,291,37,27,113,246,319
22240,453379,256,32,25,97,216,288
22241,608931,399,53,34,154,373,456
22242,257637,195,22,17,61,153,184
22243,558250,342,43,30,129,302,389
22244,218928,168,23,13,50,144,161
22245,18553,13,4,4,11,13,10
22246,18553,13,4,4,11,13,10
22247,78586,86,10,8,21,66,79
22248,8361,9,1,1,7,9,6
22249,31916,22,6,6,12,22,19
22250,56280,63,5,7,17,52,57
22251,212505,168,21,11,57,131,168
22252,60184,66,6,8,18,54,64
22253,31991,21,2,4,15,30,27
22254,22762,16,2,4,15,24,19
22255,39183,30,3,7,16,34,33
22256,504442,304,37,25,117,261,337
22257,62001,42,8,11,25,50,47
22401,120489,152,14,12,33,112,118
22402,105897,142,15,10,20,99,109
22403,107509,137,14,11,31,101,102
22404,177648,142,15,6,37,95,137
22405,199980,147,20,12,45,124,143
22406,177318,133,19,10,40,104,127
22407,146727,138,16,11,39,113,116
22408,55156,57,7,6,12,51,64
22409,86796,101,9,9,19,70,99
22410,607709,417,60,35,155,424,494
22411,424237,247,35,17,82,205,284
22412,384644,210,30,15,72,179,244
22413,563199,343,49,31,133,338,409
22414,185680,143,19,11,39,123,146
22415,111725,116,10,6,22,81,100
22416,325797,197,25,12,63,156,206
22417,380949,213,30,17,69,172,241
22418,269623,177,27,9,51,136,193
22419,594210,380,56,32,140,378,455
22420,406670,221,32,19,82,187,258
22421,544223,329,46,29,124,308,383
22422,302915,190,28,16,52,159,205
22423,370022,205,30,16,62,175,232
22424,68669,98,8,6,21,71,71
22425,110524,148,14,10,33,111,113
22426,202855,169,20,12,53,135,153
22427,23971,25,2,3,9,22,19
22428,53167,53,4,7,15,53,62
22429,114889,93,9,5,25,72,88
22430,62283,66,6,7,13,61,73
22431,53705,46,6,4,16,41,57
22432,48717,52,5,6,13,47,55
22433,52854,53,5,6,13,52,61
22434,30250,30,3,4,9,29,43
22435,55507,60,7,6,16,56,65
22436,126557,118,11,12,32,87,111
22437,546827,349,40,29,126,302,384
22438,26183,38,3,3,8,34,26
22439,34948,56,4,6,12,41,36
22440,103483,135,13,10,22,101,94
22441,113057,143,14,10,27,107,112
22442,27521,37,3,4,10,35,27
22443,70629,76,9,9,19,63,67
22444,18352,18,2,4,7,17,21
22445,297962,233,27,16,67,177,222
22446,0,0,0,0,0,0,0
22601,47346,64,7,6,14,52,46
22602,0,0,0,0,0,0,0
22603,71548,86,9,6,18,69,66
22604,24679,44,5,4,4,31,29
22605,319632,111,17,4,50,112,164
22606,400201,229,32,16,66,193,277
22607,17255,30,2,4,1,22,27
22608,24383,42,2,4,6,28,40
22609,17951,32,1,4,0,30,31
22610,25870,45,2,5,6,28,41
22611,33851,49,2,4,10,33,44
22612,35808,54,3,6,11,40,52
22613,37604,52,2,5,11,36,55
22614,40770,53,4,2,8,33,39
22615,43937,70,4,6,14,50,58
22616,43500,68,4,6,14,49,57
22617,54542,79,6,7,9,52,64
22618,25244,39,2,4,6,34,34
22619,48204,68,4,5,8,40,50
22620,42857,64,5,3,6,38,46
22621,35236,52,3,1,6,31,35
22622,42591,53,3,6,13,47,52
22623,45027,46,4,6,12,49,54
22624,56312,82,8,7,10,52,61
22625,50487,65,7,3,11,45,52
22626,18639,25,1,0,5,15,15
22627,0,0,0,0,0,0,0
22628,0,0,0,0,0,0,0
22629,60037,89,8,6,13,62,70
22630,19542,29,1,0,5,17,17
22631,104969,137,13,8,30,108,112
22632,192030,207,18,15,49,160,167
22633,0,0,0,0,0,0,0
22634,42266,54,2,6,12,38,58
22635,25502,39,2,3,3,25,33
22636,11801,24,1,1,1,16,21
22637,35498,48,2,5,10,34,49
22638,29977,46,3,4,6,31,36
22639,70996,105,10,6,15,73,85
22640,52537,55,6,3,12,43,52
22641,98258,135,13,11,25,101,104
22801,43573,41,4,3,16,35,52
22802,43573,41,4,3,16,35,49
22803,40724,43,6,4,10,30,52
22804,36845,37,4,3,15,27,37
22805,0,0,0,0,0,0,0
22806,30670,32,4,2,15,21,25
22807,56411,50,8,8,19,38,46
22808,25764,32,4,2,7,15,28
22809,0,0,0,0,0,0,0
22810,9337,15,2,0,5,6,15
22811,0,0,0,0,0,0,0
22812,14818,23,2,1,6,10,22
22813,0,0,0,0,0,0,0
22814,29356,37,4,2,8,21,33
22815,0,0,0,0,0,0,0
22816,0,0,0,0,0,0,0
22817,58958,48,6,5,11,33,56
22818,0,0,0,0,0,0,0
22819,0,0,0,0,0,0,0
22820,0,0,0,0,0,0,0
22821,8498,14,2,0,4,6,15
22822,0,0,0,0,0,0,0
22823,0,0,0,0,0,0,0
22824,8498,14,2,0,4,6,15
22825,2751,5,1,0,0,6,5
22826,9925,17,0,1,2,15,20
22827,19664,28,1,3,4,26,30
22828,0,0,0,0,0,0,0
22829,19866,28,3,1,6,12,26
22830,22390,35,2,4,2,29,33
22831,23324,33,3,5,4,28,35
22832,18040,27,0,2,2,24,28
22833,11049,20,0,2,2,20,22
22834,16562,27,2,3,1,22,25
22835,27304,41,3,5,2,31,36
22836,25764,32,4,2,7,15,27
22837,20085,33,2,4,1,27,32
22838,895,1,0,0,1,1,3
22839,0,0,0,0,0,0,0
22840,0,0,0,0,0,0,0
22841,8673,12,2,0,5,6,14
24001,15584,32,3,3,3,31,21
24002,56843,78,6,6,12,57,66
24003,29370,32,3,2,9,26,25
24004,22194,41,5,3,4,26,31
24005,12040,25,2,3,3,27,17
24006,46885,67,5,3,11,56,51
24007,43227,59,6,2,11,48,47
24008,63592,74,7,2,17,63,65
24009,50612,81,10,6,17,67,64
24010,31783,44,6,4,14,40,38
24011,28753,40,4,2,7,35,33
24012,164383,106,10,2,33,94,123
24013,51637,78,8,4,17,63,62
24014,36633,51,6,5,18,47,46
24015,39602,55,6,4,10,55,47
24016,31433,43,5,4,10,43,44
24017,43725,58,5,5,13,52,58
24018,24692,26,2,1,7,24,25
24019,11559,10,1,0,4,7,10
24020,30034,24,1,3,6,23,24
24021,13103,12,1,0,4,10,12
24022,49580,77,7,5,9,62,61
24023,66581,64,4,2,10,55,67
24024,32828,38,2,1,9,30,34
24025,50848,55,3,1,12,48,53
24026,27391,34,3,2,5,28,31
24027,46170,63,3,2,8,52,63
24028,29873,27,3,1,7,26,27
24029,32488,44,5,4,10,37,46
24030,44044,58,3,2,8,47,60
24031,26937,21,2,1,6,17,22
24032,32804,30,2,2,7,24,31
24033,38370,41,2,1,6,39,48
24034,28691,24,2,3,6,20,24
24035,118893,105,12,2,24,91,107
24036,376884,193,27,13,60,167,243
24037,204099,108,16,3,42,94,140
24038,75476,97,8,6,19,80,91
24039,243284,150,23,9,54,138,182
24040,70142,92,6,5,18,78,87
24041,128974,100,6,4,23,81,107
24042,48389,67,4,5,10,59,62
24201,0,0,0,0,0,0,0
24202,37560,40,2,1,6,39,48
24203,0,0,0,0,0,0,0
24204,29500,29,2,1,6,29,36
24205,0,0,0,0,0,0,0
24206,37560,40,2,1,6,39,48
24207,15600,12,1,1,6,12,19
24208,9999,9,1,0,5,8,14
24209,18122,11,1,2,4,9,12
24210,8394,5,0,1,1,4,6
24211,14986,8,0,3,1,7,9
24212,0,0,0,0,0,0,0
24213,0,0,0,0,0,0,0
24214,0,0,0,0,0,0,0
24215,0,0,0,0,0,0,0
24216,10456,6,0,1,1,6,8
24217,0,0,0,0,0,0,0
24218,15318,7,0,1,1,6,10
24219,0,0,0,0,0,0,0
24220,8894,5,0,1,1,5,6
24221,7953,4,0,1,0,4,5
24222,24995,23,2,1,6,23,29
24223,24810,22,2,1,6,22,28
24224,3339,5,0,0,1,4,8
24225,4068,6,0,0,1,4,10
24226,16299,14,1,1,6,13,21
24227,2816,3,0,0,0,4,4
24228,0,0,0,0,0,0,0
24229,0,0,0,0,0,0,0
24230,0,0,0,0,0,0,1
24231,2816,3,0,0,0,4,4
24232,0,0,0,0,0,0,0
24401,34550,47,3,5,8,34,47
24402,63008,89,7,7,19,63,74
24403,38458,50,4,5,14,46,46
24404,87147,103,8,7,23,72,88
24405,37918,51,4,5,15,40,41
24406,62846,90,7,6,21,61,68
24407,29775,40,5,3,14,36,34
24408,25391,34,5,3,12,32,28
24409,37902,49,6,5,17,45,39
24410,19870,27,3,3,9,29,22
24411,26667,45,1,3,7,32,31
24412,29121,37,5,4,14,36,31
24413,31360,41,1,1,8,25,29
24414,0,0,0,0,0,0,0
24415,0,0,0,0,0,0,0
24416,29167,38,5,3,14,36,31
24417,30565,47,3,3,7,37,30
24418,32787,45,5,5,15,41,36
24419,0,0,0,0,0,0,0
24420,30112,56,7,3,5,45,40
24421,33137,64,9,5,12,50,46
24422,28329,54,6,4,5,43,39
24423,41012,73,10,5,14,57,53
24601,13722,25,3,3,2,21,15
24602,18817,44,4,3,3,35,27
24603,17881,42,4,3,3,28,25
24604,9505,14,1,3,2,7,9
24605,14402,32,4,3,2,24,18
24606,19021,39,3,3,4,31,24
24607,24206,48,5,3,5,42,31
24608,22716,47,5,3,4,38,30
24609,39687,72,10,4,10,56,51
24610,35070,61,8,4,9,50,44
24611,27433,48,6,3,7,43,33
24612,18251,37,2,3,4,25,23
24613,17625,35,2,3,4,23,22
24614,44956,82,11,5,14,63,60
24615,48054,83,11,6,10,69,62
24616,31013,48,6,4,9,43,36
24801,0,0,0,0,0,0,0
24802,0,0,0,0,0,0,0
24803,0,0,0,0,0,0,0
24804,0,0,0,0,0,0,0
24805,11708,17,2,2,4,13,22
24806,0,0,0,0,0,0,0
24807,0,0,0,0,0,0,0
24808,1930,4,0,1,1,5,6
24809,0,0,0,0,0,0,0
24810,26852,37,3,3,5,32,39
24811,4407,9,0,1,1,9,14
24812,21299,26,3,3,5,26,31
24813,22030,28,3,3,5,27,34
24814,26625,37,3,3,5,32,39
24815,24550,34,3,3,5,29,37
24816,11791,17,2,2,4,13,22
24817,2213,6,0,1,1,6,8
24818,15139,25,2,2,4,25,17
24819,28298,42,5,3,9,35,31
24820,30935,48,6,4,8,43,36
24821,0,0,0,0,0,0,0
24822,43643,72,7,5,10,63,61
24823,40817,65,6,5,10,55,58
24824,26862,32,3,4,8,32,37
24825,27088,38,3,3,5,32,38
24826,21839,27,3,3,5,27,31
24827,1743,2,0,1,1,3,6
24828,0,0,0,0,0,0,0
24829,0,0,0,0,0,0,0
24830,0,0,0,0,0,0,2
25001,0,0,0,0,0,0,0
25002,0,0,0,0,0,0,0
25003,0,0,0,0,0,0,0
25004,426,2,1,0,0,1,1
25005,0,0,0,0,0,0,0
25006,0,0,0,0,0,0,0
25007,6423,13,2,2,2,6,9
25008,0,0,0,0,0,0,0
25009,0,0,0,0,0,0,0
25010,1000,5,1,0,0,2,3
25011,13472,24,3,3,2,16,15
25012,3346,8,1,1,0,5,6
25013,1061,3,1,0,0,1,2
25014,707,1,0,0,1,0,2
25015,4233,3,1,0,1,2,6
25016,0,0,0,0,0,0,0
25017,0,0,0,0,0,0,0
25018,11660,13,1,0,1,9,14
25019,0,0,0,0,0,0,0
25020,8623,9,0,0,1,9,11
25021,8947,9,0,0,2,8,13
25022,30090,35,3,2,8,25,39
25023,24089,38,3,4,10,27,37
25024,15969,19,2,2,4,14,23
25025,21625,28,3,3,12,21,29
25026,1150,1,0,0,0,3,3
25027,43520,47,5,4,18,34,44
25028,12295,10,1,1,3,7,11
25029,37959,58,4,5,13,48,49
25030,0,0,0,0,0,0,0
25031,32976,56,4,5,13,47,47
25032,4578,2,0,1,2,1,5
25033,0,0,0,0,0,0,0
25034,0,0,0,0,0,0,0
25035,0,0,0,0,0,0,0
25036,13661,25,3,3,3,16,17
50001,0,0,0,0,0,0,0
50002,0,0,0,0,0,0,0
50003,0,0,0,0,0,0,0
50004,0,0,0,0,0,0,0
50005,0,0,0,0,0,0,0
50006,0,0,0,0,0,0,0
50007,0,0,0,0,0,0,0
