TAZ,TAZT,Jobs,ParkTrail,ActivityCenter,Grocery,HealthFac,SchoolU
24022,24022,451,1,0,0,0,1
24042,24042,1409,1,0,0,0,3
24231,24231,329,1,0,0,0,1
24407,24407,427,0,1,0,0,1
24412,24412,938,2,0,1,0,2
24417,24417,437,2,0,0,0,1
24422,24422,626,2,0,0,0,2
24606,24606,247,2,0,0,0,2
24804,24804,292,2,0,0,0,1
24830,24830,185,1,0,0,0,1
25020,25020,360,1,0,0,0,1
2202,2202,758,1,1,0,0,0
2208,2208,318,0,0,0,0,3
2406,2406,572,1,0,0,0,1
2420,2420,489,1,0,0,1,1
2433,2433,40,2,0,0,0,1
2441,2441,2118,1,0,0,2,1
2605,2605,407,0,0,0,0,2
2608,2608,549,0,0,0,0,3
2634,2634,518,0,0,0,0,3
2635,2635,342,1,0,0,0,2
2811,2811,905,0,0,0,1,2
2821,2821,377,1,0,0,1,0
14211,14211,473,2,0,0,1,0
14220,14220,159,2,0,0,0,1
14429,14429,584,2,0,0,1,3
14430,14430,294,1,0,0,0,1
14602,14602,748,3,0,0,0,1
14618,14618,2451,1,0,1,1,0
14633,14633,750,2,1,0,0,2
14635,14635,456,1,0,0,0,1
22606,22606,767,2,0,0,0,1
22641,22641,2337,2,0,0,2,2
22835,22835,669,1,0,0,0,2
24003,24003,2348,1,0,0,0,2
24007,24007,716,1,0,0,1,1
8408,8408,140,1,1,0,0,1
8419,8419,355,1,0,1,0,0
8430,8430,887,2,1,0,0,0
8436,8436,353,2,0,0,0,1
10021,10021,1905,1,1,0,0,0
10022,10022,1620,1,0,0,0,1
10023,10023,1418,0,1,0,0,2
10030,10030,752,1,0,1,0,2
3029,3029,693,2,0,1,1,0
3402,3402,983,0,1,0,2,0
3618,3618,1610,0,1,0,0,0
4026,4026,389,0,2,0,0,2
4034,4034,556,1,0,0,1,2
4047,4047,382,1,1,0,0,0
4051,4051,1041,3,0,0,1,1
4206,4206,754,2,0,0,0,1
4220,4220,464,2,0,0,0,1
4230,4230,198,2,0,0,0,1
4405,4405,745,1,0,1,0,0
4409,4409,1057,1,1,0,0,1
14810,14810,984,1,0,0,0,3
15001,15001,2418,2,0,1,0,3
15242,15242,1029,1,0,0,1,2
15246,15246,261,1,0,0,0,1
15403,15403,3005,0,0,0,1,1
24211,24211,563,1,0,0,0,1
24419,24419,309,2,0,0,0,1
24611,24611,179,1,0,0,0,3
24616,24616,632,1,0,0,1,1
24820,24820,237,1,0,0,0,1
24821,24821,187,1,0,0,0,1
10201,10201,619,2,0,0,0,1
10205,10205,209,1,0,0,0,1
10426,10426,481,2,1,0,0,0
10440,10440,722,1,0,0,0,2
10602,10602,989,1,1,1,0,2
10605,10605,1253,1,0,0,1,0
10607,10607,607,1,0,0,0,2
10616,10616,1965,3,0,0,0,1
4423,4423,786,1,0,0,1,1
4436,4436,528,1,0,0,0,1
4440,4440,1036,1,1,0,1,0
4464,4464,254,1,0,0,2,0
4616,4616,1863,3,0,1,2,4
15603,15603,1429,1,0,1,1,1
15609,15609,1088,0,0,0,1,3
15611,15611,117,1,0,1,0,0
15620,15620,2770,1,0,0,1,1
15629,15629,594,2,1,0,1,1
15818,15818,786,1,0,0,0,1
15823,15823,71,3,0,0,0,2
15828,15828,1438,1,0,0,0,1
16010,16010,320,1,0,0,0,1
16011,16011,583,1,0,1,0,1
16016,16016,1073,1,3,0,1,3
25036,25036,426,2,1,0,0,1
12,12,340,2,0,1,0,0
15,15,307,1,0,1,0,0
16,16,318,0,1,0,0,1
60,60,2653,0,0,0,0,2
65,65,1023,0,0,0,0,1
67,67,3627,1,0,0,0,1
103,103,663,2,0,0,0,1
106,106,1428,1,0,0,1,1
118,118,769,0,0,0,0,2
122,122,382,2,1,0,0,0
126,126,4333,2,0,0,3,0
127,127,735,1,0,0,1,1
139,139,748,1,0,0,0,1
407,407,2145,1,0,0,0,2
416,416,552,1,0,0,1,1
417,417,544,1,0,0,0,4
423,423,169,0,0,0,0,1
10620,10620,306,3,0,0,0,1
10812,10812,237,3,0,0,0,1
10817,10817,2045,3,0,0,0,1
11032,11032,1324,1,0,0,1,0
11034,11034,610,1,1,0,1,1
11201,11201,623,1,2,0,0,1
4618,4618,3371,1,0,1,1,0
4624,4624,297,1,0,0,0,1
4817,4817,4630,1,0,1,0,2
4821,4821,745,2,0,0,1,1
5004,5004,1252,1,0,0,1,1
5005,5005,691,0,0,0,0,1
16024,16024,639,1,0,1,0,0
16032,16032,245,0,0,0,1,1
16040,16040,338,1,1,0,0,0
16213,16213,2663,1,1,0,2,1
18007,18007,395,0,0,0,0,1
18033,18033,452,2,0,0,0,1
18220,18220,453,0,0,0,1,1
18229,18229,2147,2,0,2,1,3
18231,18231,292,0,0,0,0,1
18239,18239,1284,2,0,0,0,2
626,626,816,2,0,0,0,1
811,811,1052,0,0,0,0,2
829,829,640,1,0,0,0,3
848,848,514,0,0,0,0,1
1015,1015,3055,1,1,0,1,4
1024,1024,203,0,0,0,0,2
1025,1025,2945,0,0,0,1,1
1038,1038,682,1,0,1,1,1
1208,1208,4311,0,0,0,0,1
1215,1215,212,1,0,0,0,1
1216,1216,707,0,0,0,0,1
1227,1227,478,2,0,1,0,5
1404,1404,504,1,0,0,0,1
1409,1409,246,0,0,0,1,0
1411,1411,264,1,1,0,0,1
1412,1412,588,1,0,0,2,2
1414,1414,597,1,0,0,0,1
1417,1417,412,0,0,0,0,1
11406,11406,198,1,0,0,0,1
11608,11608,2299,1,0,0,0,4
11622,11622,1932,2,0,1,0,0
11629,11629,505,2,0,0,0,1
11639,11639,573,1,0,0,0,3
11805,11805,6695,0,1,1,1,0
11828,11828,1942,1,0,0,1,1
11834,11834,2022,1,0,0,1,2
12015,12015,2539,2,1,0,1,0
12016,12016,1626,1,0,0,0,1
5028,5028,1714,1,0,0,0,1
5032,5032,1060,1,0,1,0,2
5046,5046,946,1,1,0,2,2
5048,5048,781,2,0,0,0,1
5061,5061,3367,1,0,0,0,6
18406,18406,551,1,0,0,0,2
18411,18411,182,0,1,0,0,1
18415,18415,6610,1,0,0,1,1
18425,18425,988,1,1,0,0,0
18429,18429,255,2,0,0,0,2
18616,18616,280,2,0,0,0,1
18626,18626,626,1,0,1,0,0
18627,18627,1502,1,0,0,0,1
1427,1427,327,0,0,1,3,1
1439,1439,601,0,0,0,0,1
1609,1609,1490,1,0,0,2,0
1612,1612,280,1,0,0,0,2
1627,1627,838,0,0,1,2,2
1804,1804,2915,0,0,0,2,0
2019,2019,351,1,0,0,0,1
2410,2410,1320,1,0,0,1,4
2417,2417,386,0,0,0,0,1
2418,2418,184,1,0,0,0,1
2431,2431,500,0,1,0,0,1
2603,2603,445,1,0,0,0,1
2612,2612,386,1,0,0,0,1
2619,2619,191,2,0,0,0,1
2636,2636,239,0,0,0,0,1
12018,12018,1595,2,0,0,1,0
12021,12021,2713,2,0,1,1,2
12027,12027,4689,1,1,0,1,0
12033,12033,274,2,0,0,0,2
12228,12228,982,2,1,0,0,1
12231,12231,798,1,0,1,0,2
12248,12248,3216,2,0,0,1,2
12256,12256,246,1,0,0,0,1
6622,6622,858,6,0,0,1,1
6812,6812,401,0,0,0,0,2
7022,7022,484,1,1,0,0,0
7030,7030,2862,0,0,0,1,0
7044,7044,777,2,0,0,1,1
7055,7055,742,1,0,0,0,2
7057,7057,327,1,0,0,0,1
18631,18631,15712,1,1,0,0,1
18821,18821,1587,4,1,1,1,1
19012,19012,408,3,0,0,0,1
19019,19019,75,1,0,0,0,1
20011,20011,964,2,0,1,0,2
2806,2806,1901,1,1,0,2,1
2819,2819,170,2,0,0,2,0
3014,3014,572,0,0,0,0,1
3019,3019,368,0,0,1,0,0
3034,3034,700,3,0,0,0,5
3201,3201,800,3,0,0,3,3
3207,3207,315,1,0,0,0,2
3213,3213,447,1,1,0,0,1
3405,3405,686,1,1,0,1,2
3407,3407,528,0,0,0,2,0
3414,3414,1337,0,0,0,0,1
3417,3417,1192,1,0,0,0,1
3421,3421,488,0,1,0,0,0
3604,3604,540,2,0,0,0,1
3614,3614,136,1,0,0,0,1
4002,4002,545,2,0,0,0,1
14016,14016,1689,1,2,0,0,4
14031,14031,271,1,0,0,1,0
14032,14032,435,1,0,0,0,1
14205,14205,357,2,1,0,0,1
14606,14606,164,4,0,0,1,0
14614,14614,736,1,0,0,0,3
14629,14629,1811,1,0,2,0,2
7201,7201,3355,2,0,0,1,4
7222,7222,640,1,0,0,0,1
7433,7433,257,2,0,0,0,1
7803,7803,290,2,0,0,0,1
7816,7816,3154,0,1,0,0,2
7819,7819,1703,1,0,0,1,2
7828,7828,1393,1,1,0,0,3
8004,8004,923,1,0,0,0,2
20036,20036,984,1,0,0,1,2
20045,20045,708,1,0,0,0,3
20048,20048,1964,1,1,0,0,2
4023,4023,2299,2,0,0,0,2
4038,4038,639,1,0,0,0,3
4225,4225,213,1,0,0,0,1
4228,4228,98,1,0,0,0,1
4240,4240,1093,1,0,0,1,1
4254,4254,1515,3,0,0,0,1
4401,4401,512,1,0,1,0,0
4404,4404,1265,1,1,0,0,1
4413,4413,781,1,0,0,1,2
4417,4417,467,0,0,1,0,0
14801,14801,800,2,0,0,0,1
15004,15004,958,1,0,1,0,0
15217,15217,1242,1,0,0,1,1
15218,15218,354,1,0,0,0,1
15228,15228,262,0,0,0,0,1
15234,15234,1923,1,0,0,1,1
15238,15238,407,1,2,0,1,0
15411,15411,721,1,0,0,0,3
15414,15414,510,2,0,0,0,1
15618,15618,3631,1,0,0,2,3
8024,8024,1825,1,0,0,0,1
8026,8026,6113,2,0,1,0,2
8201,8201,436,1,0,0,1,0
10001,10001,3716,1,0,0,3,4
10006,10006,714,0,1,0,0,1
10010,10010,7499,0,0,0,6,0
20082,20082,1670,2,1,0,0,0
20204,20204,300,1,0,0,0,2
20215,20215,3716,1,0,2,0,1
20225,20225,563,1,0,1,0,1
20243,20243,469,1,0,0,0,1
4419,4419,206,1,0,0,1,0
4424,4424,372,1,0,0,1,0
4444,4444,310,0,0,0,1,2
4456,4456,365,0,1,0,1,0
4461,4461,501,1,0,0,0,2
4619,4619,418,2,1,0,0,0
4816,4816,2389,1,1,0,3,1
4822,4822,367,2,0,0,1,2
5002,5002,320,0,0,0,1,0
5007,5007,671,2,0,0,0,1
5017,5017,361,0,0,0,0,1
15628,15628,352,1,0,0,0,1
15635,15635,2109,1,0,0,1,2
15816,15816,1704,1,0,2,0,3
15821,15821,5017,0,1,0,5,1
15825,15825,736,4,0,0,1,2
16019,16019,535,1,0,0,0,1
10027,10027,575,1,1,0,0,2
10034,10034,574,1,0,0,1,1
10225,10225,575,1,1,0,0,0
10401,10401,2406,3,0,0,2,1
10407,10407,94,3,1,0,0,1
10409,10409,679,2,0,0,1,0
10410,10410,3110,0,0,1,0,1
10422,10422,3411,4,0,0,0,1
20258,20258,191,2,0,0,1,2
20269,20269,211,1,0,1,0,0
20277,20277,940,1,1,0,0,2
20280,20280,1407,0,0,0,1,4
20408,20408,1669,1,0,0,0,3
5027,5027,2679,1,0,0,2,1
5035,5035,1433,0,0,0,0,1
5037,5037,1503,0,1,0,1,1
6218,6218,298,1,0,0,0,1
16030,16030,369,2,0,0,1,0
16031,16031,1173,2,0,1,0,2
16201,16201,1446,2,0,0,0,1
16203,16203,1002,2,0,0,0,1
18001,18001,2014,2,1,0,0,1
18015,18015,1315,2,1,0,0,0
18029,18029,645,4,1,0,1,1
18219,18219,601,1,0,0,0,2
18234,18234,1953,2,0,0,2,0
10436,10436,564,1,0,0,0,1
10439,10439,266,2,0,0,1,0
10623,10623,918,2,0,0,1,0
10809,10809,343,4,0,0,0,1
10815,10815,370,3,0,0,0,2
11015,11015,121,1,0,0,0,1
11037,11037,1061,1,1,0,0,2
11414,11414,207,4,0,0,0,1
11425,11425,961,2,2,0,0,1
11613,11613,383,2,0,0,0,1
20411,20411,738,1,0,0,0,1
20416,20416,2654,2,1,1,2,4
20422,20422,828,1,0,1,0,1
20609,20609,263,1,0,0,0,1
20611,20611,763,1,0,0,0,5
20634,20634,506,2,1,0,1,1
20637,20637,560,2,0,0,0,2
6220,6220,1418,1,0,0,3,2
6402,6402,516,1,0,1,0,0
6608,6608,406,0,0,0,0,2
6807,6807,132,1,0,0,0,1
6808,6808,550,1,0,0,0,1
6814,6814,655,1,1,0,0,0
18235,18235,888,2,0,0,0,2
18404,18404,2003,1,0,0,1,0
18416,18416,1199,2,0,0,0,2
18421,18421,129,1,0,0,0,1
18602,18602,354,4,0,0,0,1
18603,18603,404,2,0,0,0,2
18610,18610,333,2,0,0,0,1
18629,18629,2880,2,0,2,0,0
18636,18636,5078,2,0,0,2,0
11619,11619,1275,1,1,0,2,2
11636,11636,397,1,0,0,0,3
11809,11809,4072,1,0,0,0,1
11831,11831,994,3,0,0,1,0
11842,11842,2929,3,1,1,0,0
12003,12003,696,1,0,0,0,3
12022,12022,960,1,0,0,1,2
12025,12025,859,1,0,1,0,3
12031,12031,1143,1,0,0,0,1
12205,12205,1365,1,0,0,0,2
12218,12218,365,1,0,1,0,0
20649,20649,150,2,1,0,0,0
20802,20802,272,1,0,0,0,1
22006,22006,245,1,1,0,0,0
22023,22023,194,1,0,0,0,1
22029,22029,730,0,0,0,0,3
22036,22036,269,2,0,0,0,1
22054,22054,525,1,0,1,0,2
22056,22056,1386,1,0,0,0,1
22213,22213,356,2,0,0,0,1
7034,7034,1349,1,0,1,0,3
7040,7040,257,1,0,0,0,1
7051,7051,4288,3,1,0,1,5
7052,7052,2245,1,0,0,2,0
7056,7056,235,1,0,0,0,2
7215,7215,977,1,0,1,0,0
7221,7221,701,1,2,1,0,0
7225,7225,2665,2,0,0,0,1
7241,7241,195,2,0,0,0,2
18806,18806,1564,1,2,2,0,1
18808,18808,598,0,2,0,1,2
18819,18819,1597,5,1,0,0,0
18823,18823,4565,4,0,0,1,0
18829,18829,3418,2,0,1,0,0
18834,18834,2706,7,0,0,0,1
19011,19011,517,0,0,0,0,2
19014,19014,358,2,1,0,0,0
19021,19021,944,2,0,0,0,1
1214,1214,266,0,0,0,0,0
1228,1228,98,1,0,0,0,0
1614,1614,2901,0,0,0,0,0
1621,1621,7209,0,0,0,0,0
1801,1801,1335,0,0,0,0,0
2404,2404,1367,1,0,0,0,0
2625,2625,479,3,0,0,0,0
3021,3021,345,0,0,0,0,0
3023,3023,248,0,0,0,0,0
3202,3202,172,2,0,0,0,0
4802,4802,0,2,0,0,0,0
4031,4031,53,0,0,0,0,0
4036,4036,172,2,0,0,0,0
4042,4042,375,1,0,0,0,0
4246,4246,525,1,0,0,0,0
1,1,407,1,0,0,0,0
22,22,282,1,0,0,0,0
30,30,303,2,0,0,0,0
34,34,200,0,0,0,0,0
42,42,2849,0,0,0,0,0
43,43,2325,0,0,0,0,0
51,51,1161,1,0,0,0,0
57,57,1048,0,0,0,0,0
78,78,206,0,0,0,0,0
83,83,1734,0,0,0,0,0
87,87,3046,1,0,0,0,0
91,91,3895,0,0,0,0,0
100,100,451,0,0,0,0,0
123,123,1383,3,0,0,0,0
424,424,136,0,0,0,0,0
425,425,172,3,0,0,0,0
601,601,1206,2,0,0,0,0
602,602,254,1,0,0,0,0
836,836,397,0,0,0,0,0
837,837,127,1,0,0,0,0
1023,1023,359,0,0,0,0,0
6209,6209,288,1,0,0,0,0
6213,6213,108,0,0,0,0,0
6417,6417,30,1,0,0,0,0
7011,7011,346,1,0,0,0,0
7420,7420,119,1,0,0,0,0
7421,7421,1239,1,0,0,0,0
8218,8218,234,1,0,0,0,0
8426,8426,264,1,0,0,0,0
8435,8435,298,2,0,0,0,0
10032,10032,329,1,0,0,0,0
10203,10203,1058,1,0,0,0,0
10210,10210,2063,1,0,0,0,0
7432,7432,119,2,0,0,0,0
7434,7434,583,1,0,0,0,0
7802,7802,280,2,0,0,0,0
7815,7815,3264,1,0,0,0,0
8016,8016,4450,2,0,0,0,0
8018,8018,2246,1,0,0,0,0
8205,8205,101,2,0,0,0,0
6004,6004,710,1,0,0,0,0
6203,6203,114,1,0,0,0,0
11019,11019,280,1,0,0,0,0
11408,11408,235,1,0,0,0,0
11417,11417,546,4,0,0,0,0
11620,11620,1421,1,0,0,0,0
12235,12235,501,1,0,0,0,0
12401,12401,6020,3,0,0,0,0
12405,12405,724,3,0,0,0,0
14010,14010,758,1,0,0,0,0
12009,12009,340,1,0,0,0,0
12234,12234,378,2,0,0,0,0
10412,10412,376,1,0,0,0,0
10438,10438,1089,1,0,0,0,0
10622,10622,7157,3,0,0,0,0
10625,10625,151,1,0,0,0,0
15416,15416,322,3,0,0,0,0
16005,16005,362,2,0,0,0,0
16035,16035,2565,2,0,0,0,0
16045,16045,664,2,0,0,0,0
16219,16219,308,2,0,0,0,0
14203,14203,157,3,0,0,0,0
14215,14215,96,2,0,0,0,0
14217,14217,387,4,0,0,0,0
14403,14403,403,2,0,0,0,0
14420,14420,660,1,0,0,0,0
14610,14610,345,1,0,0,0,0
14632,14632,353,1,0,0,0,0
14805,14805,340,1,0,0,0,0
18426,18426,65,2,0,0,0,0
18601,18601,168,2,0,0,0,0
19017,19017,77,2,0,0,0,0
20044,20044,479,1,0,0,0,0
20059,20059,107,0,0,0,0,0
20060,20060,1058,0,0,0,0,0
20067,20067,199,2,0,0,0,0
20075,20075,105,1,0,0,0,0
20224,20224,879,1,0,0,0,0
19022,19022,64,2,0,0,0,0
19023,19023,92,1,0,0,0,0
20008,20008,513,2,0,0,0,0
20038,20038,283,1,0,0,0,0
20040,20040,677,3,0,0,0,0
20042,20042,65,2,0,0,0,0
18011,18011,304,1,0,0,0,0
18017,18017,728,3,0,0,0,0
18036,18036,274,1,0,0,0,0
18202,18202,55,2,0,0,0,0
18205,18205,86,1,0,0,0,0
18206,18206,69,2,0,0,0,0
18218,18218,918,0,0,0,0,0
18405,18405,296,1,0,0,0,0
20612,20612,426,0,0,0,0,0
20614,20614,129,3,0,0,0,0
20618,20618,338,0,0,0,0,0
20621,20621,55,0,0,0,0,0
20633,20633,40,2,0,0,0,0
22044,22044,400,2,0,0,0,0
22045,22045,336,1,0,0,0,0
22227,22227,1156,1,0,0,0,0
22236,22236,70,1,0,0,0,0
22248,22248,1188,1,0,0,0,0
20818,20818,334,1,0,0,0,0
20823,20823,50,1,0,0,0,0
20825,20825,0,1,0,0,0,0
20840,20840,0,2,0,0,0,0
20842,20842,0,3,0,0,0,0
22017,22017,2096,3,0,0,0,0
20271,20271,710,1,0,0,0,0
20410,20410,11,1,0,0,0,0
20426,20426,51,1,0,0,0,0
20607,20607,427,0,0,0,0,0
22621,22621,949,1,0,0,0,0
22808,22808,260,1,0,0,0,0
24809,24809,47,1,0,0,0,0
25007,25007,635,1,0,0,0,0
13,13,425,2,0,0,0,0
47,47,1550,1,0,0,0,0
76,76,7986,0,0,0,0,0
77,77,6402,0,0,0,0,0
120,120,11,1,0,0,0,0
22840,22840,950,1,0,0,0,0
24001,24001,345,2,0,0,0,0
24201,24201,15,1,0,0,0,0
24613,24613,66,1,0,0,0,0
24801,24801,200,2,0,0,0,0
24807,24807,121,1,0,0,0,0
22406,22406,507,1,0,0,0,0
22419,22419,732,1,0,0,0,0
22427,22427,207,2,0,0,0,0
22433,22433,132,1,0,0,0,0
22607,22607,397,2,0,0,0,0
2629,2629,258,0,0,0,0,0
2815,2815,232,0,0,0,0,0
2822,2822,318,1,0,0,0,0
3005,3005,225,1,0,0,0,0
3024,3024,650,2,0,0,0,0
3025,3025,248,0,0,0,0,0
3219,3219,346,1,0,0,0,0
3609,3609,292,0,0,0,0,0
3617,3617,284,1,0,0,0,0
3619,3619,248,1,0,0,0,0
412,412,710,1,0,0,0,0
414,414,3248,0,0,0,0,0
611,611,102,3,0,0,0,0
801,801,47,0,0,0,0,0
809,809,1282,0,0,0,0,0
827,827,136,0,0,0,0,0
844,844,416,1,0,0,0,0
1014,1014,305,1,0,0,0,0
1040,1040,2177,1,0,0,0,0
1422,1422,166,1,0,0,0,0
1445,1445,169,2,0,0,0,0
1615,1615,342,0,0,0,0,0
1817,1817,362,1,0,0,0,0
2217,2217,2291,1,0,0,0,0
2218,2218,236,2,0,0,0,0
4239,4239,999,1,0,0,0,0
4422,4422,204,1,0,0,0,0
4428,4428,258,1,0,0,0,0
4455,4455,338,1,0,0,0,0
4617,4617,782,2,0,0,0,0
6224,6224,575,1,0,0,0,0
6406,6406,66,1,0,0,0,0
6418,6418,42,1,0,0,0,0
6601,6601,208,1,0,0,0,0
6602,6602,908,1,0,0,0,0
6620,6620,288,1,0,0,0,0
6802,6802,77,1,0,0,0,0
7008,7008,50,1,0,0,0,0
7010,7010,143,1,0,0,0,0
4830,4830,1719,1,0,0,0,0
5043,5043,296,2,0,0,0,0
5051,5051,1416,2,0,0,0,0
6001,6001,930,1,0,0,0,0
4015,4015,92,1,0,0,0,0
4020,4020,192,1,0,0,0,0
4037,4037,674,1,0,0,0,0
4217,4217,231,1,0,0,0,0
7239,7239,282,2,0,0,0,0
7410,7410,600,1,0,0,0,0
7611,7611,83,3,0,0,0,0
7821,7821,52,1,0,0,0,0
8003,8003,180,1,0,0,0,0
8012,8012,10164,2,0,0,0,0
8027,8027,128,2,0,0,0,0
8214,8214,268,1,0,0,0,0
8417,8417,33,1,0,0,0,0
8418,8418,125,0,0,0,0,0
8427,8427,960,1,0,0,0,0
8439,8439,148,3,0,0,0,0
10017,10017,143,1,0,0,0,0
10204,10204,488,1,0,0,0,0
10207,10207,298,0,0,0,0,0
10215,10215,962,0,0,0,0,0
10403,10403,23,2,0,0,0,0
10406,10406,352,1,0,0,0,0
7012,7012,279,1,0,0,0,0
7020,7020,1208,0,0,0,0,0
7046,7046,2851,2,0,0,0,0
7203,7203,216,1,0,0,0,0
11021,11021,1544,2,0,0,0,0
11027,11027,217,2,0,0,0,0
11041,11041,259,1,0,0,0,0
11211,11211,290,2,0,0,0,0
11212,11212,2098,2,0,0,0,0
11823,11823,160,0,0,0,0,0
12012,12012,203,0,0,0,0,0
12208,12208,469,1,0,0,0,0
11610,11610,1743,1,0,0,0,0
11631,11631,139,1,0,0,0,0
10419,10419,212,1,0,0,0,0
10425,10425,870,2,0,0,0,0
10445,10445,183,2,0,0,0,0
10447,10447,184,1,0,0,0,0
10603,10603,965,1,0,0,0,0
10621,10621,378,5,0,0,0,0
15002,15002,187,3,0,0,0,0
15209,15209,217,1,0,0,0,0
15219,15219,58,3,0,0,0,0
15232,15232,548,1,0,0,0,0
15240,15240,498,0,0,0,0,0
15243,15243,284,2,0,0,0,0
12407,12407,1025,1,0,0,0,0
14002,14002,168,1,0,0,0,0
14222,14222,114,2,0,0,0,0
14435,14435,99,1,0,0,0,0
14436,14436,156,2,0,0,0,0
14609,14609,3,2,0,0,0,0
14619,14619,16,1,0,0,0,0
14627,14627,373,5,0,0,0,0
14637,14637,177,2,0,0,0,0
16042,16042,1207,2,0,0,0,0
18204,18204,491,2,0,0,0,0
18209,18209,129,1,0,0,0,0
18216,18216,274,2,0,0,0,0
18221,18221,456,1,0,0,0,0
18818,18818,1612,1,0,0,0,0
18824,18824,1217,3,0,0,0,0
19013,19013,81,1,0,0,0,0
18401,18401,59,1,0,0,0,0
18410,18410,429,1,0,0,0,0
18422,18422,386,2,0,0,0,0
18424,18424,59,2,0,0,0,0
18428,18428,88,1,0,0,0,0
18816,18816,678,0,0,0,0,0
15410,15410,500,1,0,0,0,0
15819,15819,750,0,0,0,0,0
16001,16001,108,1,0,0,0,0
16013,16013,975,0,0,0,0,0
16017,16017,1273,2,0,0,0,0
20069,20069,339,2,0,0,0,0
20073,20073,557,2,0,0,0,0
20074,20074,343,1,0,0,0,0
20223,20223,1055,1,0,0,0,0
20231,20231,581,1,0,0,0,0
20238,20238,763,2,0,0,0,0
20256,20256,5386,1,0,0,0,0
20406,20406,213,0,0,0,0,0
20425,20425,142,1,0,0,0,0
20435,20435,246,2,0,0,0,0
20613,20613,60,1,0,0,0,0
20009,20009,326,2,0,0,0,0
20050,20050,331,2,0,0,0,0
20058,20058,56,0,0,0,0,0
22241,22241,210,0,0,0,0,0
22803,22803,606,1,0,0,0,0
22805,22805,480,2,0,0,0,0
22827,22827,118,1,0,0,0,0
22833,22833,198,2,0,0,0,0
22839,22839,142,1,0,0,0,0
24209,24209,860,0,0,0,0,0
22416,22416,109,2,0,0,0,0
22638,22638,125,0,0,0,0,0
20646,20646,130,1,0,0,0,0
20810,20810,46,1,0,0,0,0
20838,20838,8,1,0,0,0,0
22046,22046,928,1,0,0,0,0
7804,7804,31,2,0,0,0,0
7823,7823,438,1,0,0,0,0
8002,8002,260,1,0,0,0,0
8407,8407,12,1,0,0,0,0
20253,20253,1045,0,0,0,0,0
4829,4829,227,1,0,0,0,0
6405,6405,354,0,0,0,0,0
6411,6411,101,1,0,0,0,0
6414,6414,481,0,0,0,0,0
12425,12425,246,4,0,0,0,0
14007,14007,237,1,0,0,0,0
14028,14028,246,1,0,0,0,0
14212,14212,258,1,0,0,0,0
14404,14404,433,3,0,0,0,0
14407,14407,81,1,0,0,0,0
8415,8415,321,0,0,0,0,0
14415,14415,303,2,0,0,0,0
14417,14417,840,0,0,0,0,0
14422,14422,626,3,0,0,0,0
14423,14423,333,2,0,0,0,0
14426,14426,380,3,0,0,0,0
14623,14623,91,2,0,0,0,0
14630,14630,1658,1,0,0,0,0
14804,14804,120,1,0,0,0,0
15007,15007,295,2,0,0,0,0
15201,15201,1445,1,0,0,0,0
15204,15204,269,3,0,0,0,0
15233,15233,397,0,0,0,0,0
15607,15607,4267,5,0,0,0,0
15623,15623,282,2,0,0,0,0
15626,15626,326,1,0,0,0,0
16002,16002,191,0,0,0,0,0
16015,16015,2207,0,0,0,0,0
16018,16018,1409,0,0,0,0,0
16028,16028,189,2,0,0,0,0
18032,18032,277,3,0,0,0,0
18035,18035,288,3,0,0,0,0
18214,18214,439,0,0,0,0,0
18420,18420,301,1,0,0,0,0
18604,18604,363,2,0,0,0,0
18804,18804,837,0,0,0,0,0
19008,19008,283,2,0,0,0,0
20001,20001,86,1,0,0,0,0
20039,20039,2212,2,0,0,0,0
20052,20052,451,2,0,0,0,0
20061,20061,22,2,0,0,0,0
20063,20063,566,2,0,0,0,0
20068,20068,409,1,0,0,0,0
20252,20252,5637,1,0,0,0,0
20259,20259,617,1,0,0,0,0
20273,20273,121,1,0,0,0,0
20278,20278,274,1,0,0,0,0
20429,20429,572,1,0,0,0,0
20605,20605,120,2,0,0,0,0
20631,20631,27,1,0,0,0,0
20639,20639,187,1,0,0,0,0
20640,20640,499,2,0,0,0,0
20642,20642,353,5,0,0,0,0
20652,20652,204,0,0,0,0,0
20653,20653,131,1,0,0,0,0
20801,20801,1235,1,0,0,0,0
20804,20804,2,1,0,0,0,0
20817,20817,10,2,0,0,0,0
20820,20820,186,1,0,0,0,0
22062,22062,14,0,0,0,0,0
22211,22211,217,2,0,0,0,0
22237,22237,112,1,0,0,0,0
22637,22637,381,1,0,0,0,0
22811,22811,0,2,0,0,0,0
22821,22821,287,2,0,0,0,0
24002,24002,3767,1,0,0,0,0
24411,24411,194,2,0,0,0,0
24604,24604,4,2,0,0,0,0
24803,24803,156,1,0,0,0,0
24808,24808,230,1,0,0,0,0
25017,25017,206,1,0,0,0,0
22431,22431,222,2,0,0,0,0
22437,22437,40,0,0,0,0,0
24016,24016,197,1,0,0,0,0
24027,24027,697,1,0,0,0,0
24203,24203,84,0,0,0,0,0
24205,24205,37,0,0,0,0,0
24214,24214,318,1,0,0,0,0
24225,24225,157,0,0,0,0,0
24228,24228,145,0,0,0,0,0
24605,24605,368,3,0,0,0,0
24816,24816,160,0,0,0,0,0
8432,8432,121,4,0,0,0,0
8437,8437,189,2,0,0,0,0
10213,10213,1536,3,0,0,0,0
10224,10224,75,3,0,0,0,0
20415,20415,724,0,0,0,0,0
